v_QOlSCBRmfWY_0_20.mp4,a young woman is seen standing in a room and leads into her dancing
v_QOlSCBRmfWY_17_61.mp4,the girl dances around the room while the camera captures her movements
v_QOlSCBRmfWY_56_80.mp4,she continues dancing around the room and ends by laying on the floor
v_nwznKOuZM7w_0_16.mp4,two people are seen moving around a kitchen quickly performing various tasks and sitting down
v_nwznKOuZM7w_11_32.mp4,they then wax down a ski in the kitchen while continuing to move around
v_ogQozSI5V8U_0_8.mp4,we see a hallway with a wooden floor
v_ogQozSI5V8U_7_19.mp4,a dog in socks walks slowly out onto the floor as a lady films him
v_ogQozSI5V8U_19_37.mp4,the dog turns around and goes back to the other room
v_nHE7u40plD0_0_146.mp4,a woman and a man are sitting on the sidewalk playing music
v_nHE7u40plD0_67_73.mp4,people stand next to them and watch them play
v_nHE7u40plD0_82_88.mp4,a little boy holding a yellow ball walks by
v_nHE7u40plD0_98_104.mp4,a man poses for a picture in front of them
v_69IsHpmRyfk_1_32.mp4,a young girl is seen sitting in a chair with a person standing next to her
v_69IsHpmRyfk_29_72.mp4,the person next to her then piercing one ear followed by the other
v_69IsHpmRyfk_55_92.mp4,the person rubs lotion on the piercings afterwards
v_D18b2IZpxk0_0_18.mp4,a woman is shown riding a camel past pyramids in egypt
v_D18b2IZpxk0_19_89.mp4,the camel walks as the woman leans forward
v_pizl41xmw7k_0_86.mp4,a child mops the floor of a hallway in a house
v_pizl41xmw7k_86_169.mp4,the child walks into the bedroom area and continues to mop the floor
v_oP77DgsbhKQ_0_41.mp4,a man is seen kneeling down on the floor speaking to the camera
v_oP77DgsbhKQ_41_120.mp4,the man mixes up various ingredients and begins laying plaster on the floor
v_oP77DgsbhKQ_96_171.mp4,he measures the floor and tiles and cuts out a piece of tile to lay on the floor
v_oP77DgsbhKQ_168_215.mp4,he continues laying tiles on the floor while looking back to speak to the camera
v_fzp5ooc727c_0_15.mp4,two lines of young men are walking side by side down a road
v_fzp5ooc727c_15_33.mp4,then one man stands in a field holding a wooden object and begins twisting it
v_fzp5ooc727c_32_45.mp4,he then bends down and grabs a ball
v_fzp5ooc727c_44_66.mp4,after the ball is placed on the ground and he picks it up and hits it as if he s playing baseball
v_fzp5ooc727c_66_73.mp4,the ball is thrown back and he its it again
v_fzp5ooc727c_74_108.mp4,shortly after a field of men are shown and they begin playing a game against one another
v_fzp5ooc727c_106_131.mp4,there was a penalty and one players attempts to hit the ball into the goal from the side
v_fzp5ooc727c_129_138.mp4,after everyone is pictured lying down on the ground as if they are dead but one person begins to sit up but gets hit in the head by the ball and lays back down
v_fzp5ooc727c_137_149.mp4,lastly the screen flashes to a black screen and the words the end are shown
v_LNKdVrX_0Fg_22_180.mp4,she lays out wrapping paper showing how to wrap a toy in it
v_t0ajvfx6dgA_17_138.mp4,people are playing lacrosse on a field of grass
v_IoiDAHNryTk_0_20.mp4,a girl is seen climbing across a set of monkey bars followed by her waving to the camera
v_IoiDAHNryTk_19_48.mp4,she climbs her way back on the bars and jumps down mid way through
v__yWADgOFxP0_0_76.mp4,a camera pans over a snowy area and leads into a man standing on a snowboard and riding down a mountain
v__yWADgOFxP0_75_239.mp4,the man zooms in on himself riding down the hill and ends with him turning off the camera
v_XD3yFrJHiv8_0_158.mp4,a man and woman are sitting on red couches with sports jerseys hanging on the wall and a blue screen on the wall behind them in the middle of them
v_XD3yFrJHiv8_29_153.mp4,various clips begin to play and it briefly shows parts of a city then most of it is of men outdoors and playing soccer on sand in a middle of city and occasionally blue words pop up on the screen when certain plays in the game are made
v_6lYTHj9vImo_0_16.mp4,four kids are outside in the beach playing in the sand two boys on the left and two girls on the right
v_6lYTHj9vImo_15_35.mp4,the girls have about six sand castles and a large circle surrounding it filled with water
v_6lYTHj9vImo_34_50.mp4,they then take off running to the beach to grab more water as the boy comes and looks at their work
v_E3QtX6r9QX0_0_37.mp4,a large pile of leaves are seen being blown around with shots of a blower being shown
v_E3QtX6r9QX0_19_104.mp4,the leaves continue to be shown blowing around as well as a machine sitting off in the distance
v_iYxj8a1TPYk_0_85.mp4,a basketball player is seen dribbling a ball in various shots for the camera and leads into the player making baskets over and over again
v_iYxj8a1TPYk_83_158.mp4,the man is then seen speaking to the camera and transitions into him scoring several more baskets
v_cp52LdlmlUk_0_130.mp4,people are standing in a room working out
v_cp52LdlmlUk_5_130.mp4,they are stepping up and down on small stepping stools
v_cp52LdlmlUk_17_130.mp4,they continue working out in the room
v_bpg2PC2neQM_0_33.mp4,a black and white video is being played of people playing lacrosse on a field
v_bpg2PC2neQM_38_84.mp4,it then turns back to color and splits into multiple frames and speeds
v_bpg2PC2neQM_88_219.mp4,the video includes numerous clips of players in lacrosse games hitting the ball toward opposing goals
v_RgzbNJPchqc_0_70.mp4,a man is playing the bagpipes in front of people
v__zHSfEhEqkU_0_65.mp4,a man is seen padding a canoe along the water while the camera captures him from several angles
v__zHSfEhEqkU_55_195.mp4,the man continues riding around followed by performing several ways to turn the canoe around
v_dAjhBWalWRM_0_33.mp4,a group of people stand in front of a blackjack table
v_dAjhBWalWRM_0_31.mp4,the blackjack attendant places cards on the table
v_zihMznAYlV0_1_5.mp4,two men in padded sumo costumes are pulled along a tug rope on a ski slope
v_zihMznAYlV0_6_73.mp4,two men in yellow padded sumo costumes do jumps on their snowboard on a downhill course
v_zihMznAYlV0_38_41.mp4,a filmer waives to the camera
v_zihMznAYlV0_43_52.mp4,the man spins while sliding across a platform in the sumo suit
v_zihMznAYlV0_51_54.mp4,the two men give each other a high five
v_zihMznAYlV0_56_59.mp4,the man in sumo suit goes over a small triangular obstacle
v_zihMznAYlV0_58_62.mp4,a man on small skis crashes while trying to jump
v_zihMznAYlV0_61_66.mp4,the man jumps onto and slide across a platform while wearing a sumo suit
v_---9CpRcKoU_1_9.mp4,he is holding a bowl of noodles and broth
v_---9CpRcKoU_8_15.mp4,he is drinking the broth from a bowl
v_epqnpUCVLK8_0_6.mp4,a little boy is laying on an exercise ball
v_GFE2wAi9fjo_0_18.mp4,a woman puts a pair of shoes on while sitting in an office chair
v_GFE2wAi9fjo_6_18.mp4,the woman buckles her shoes
v_W19-fYOO9sg_0_33.mp4,a close up of a bike wheel is seen that leads into a person s hands pushing on the tire
v_W19-fYOO9sg_30_73.mp4,the person uses a tool along the tire to help move it along
v_W19-fYOO9sg_65_96.mp4,the person finally pushes the tire along it s sides
v_m22TDwfa8go_54_137.mp4,she pours various liquids into a mixer and shakes the mixture all together
v_m22TDwfa8go_136_184.mp4,she pours the drink out into the glass while still speaking to the camera
v_V_Nj_BhesEY_0_84.mp4,a crowd of people watch him
v_V_Nj_BhesEY_17_84.mp4,he proceeds to perform various karate moves such as bowing cartwheels and flips
v_p9iE8iemCMs_10_124.mp4,a person is holding a flute
